item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.5891088478,0.4108911522
synthetic_1,0.6353915078,0.3646084922
synthetic_2,0.4420933710,0.5579066290
synthetic_3,0.3305698103,0.6694301897
synthetic_4,0.6203155929,0.3796844071
synthetic_5,0.4454254688,0.5545745312
synthetic_6,0.4665590637,0.5334409363
synthetic_7,0.5126934323,0.4873065677
synthetic_8,0.5716729792,0.4283270208
synthetic_9,0.4990002866,0.5009997134
synthetic_10,0.4594506334,0.5405493666
synthetic_11,0.5518043907,0.4481956093
synthetic_12,0.4767038347,0.5232961653
synthetic_13,0.5265384810,0.4734615190
synthetic_14,0.3247087051,0.6752912949
synthetic_15,0.5319463111,0.4680536889
synthetic_16,0.6140492665,0.3859507335
synthetic_17,0.4957777527,0.5042222473
synthetic_18,0.5118986382,0.4881013618
synthetic_19,0.5533730554,0.4466269446
synthetic_20,0.4211447769,0.5788552231
synthetic_21,0.4784389644,0.5215610356
synthetic_22,0.3946411307,0.6053588693
synthetic_23,0.6125585767,0.3874414233
synthetic_24,0.5316185741,0.4683814259
synthetic_25,0.4293759763,0.5706240237
synthetic_26,0.5513782806,0.4486217194
synthetic_27,0.6233644757,0.3766355243
synthetic_28,0.4618579375,0.5381420625
synthetic_29,0.3432153490,0.6567846510
synthetic_30,0.6369129724,0.3630870276
synthetic_31,0.4415174875,0.5584825125
synthetic_32,0.3713075614,0.6286924386
synthetic_33,0.5254313441,0.4745686559
synthetic_34,0.6398599043,0.3601400957
synthetic_35,0.5252831352,0.4747168648
synthetic_36,0.3618620921,0.6381379079
synthetic_37,0.4468623923,0.5531376077
synthetic_38,0.6366976927,0.3633023073
synthetic_39,0.3524047261,0.6475952739
synthetic_40,0.4336592352,0.5663407648
synthetic_41,0.6294701276,0.3705298724
synthetic_42,0.5848571884,0.4151428116
synthetic_43,0.4649322874,0.5350677126
synthetic_44,0.5391040956,0.4608959044
synthetic_45,0.5645376697,0.4354623303
synthetic_46,0.4159126800,0.5840873200
synthetic_47,0.4686203788,0.5313796212
synthetic_48,0.4598839225,0.5401160775
synthetic_49,0.4942076353,0.5057923647
