item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.5771528365,0.4228471635
synthetic_1,0.6115908881,0.3884091119
synthetic_2,0.4677614016,0.5322385984
synthetic_3,0.3847788300,0.6152211700
synthetic_4,0.6003731851,0.3996268149
synthetic_5,0.4702407526,0.5297592474
synthetic_6,0.4859658607,0.5140341393
synthetic_7,0.5202935715,0.4797064285
synthetic_8,0.5641791365,0.4358208635
synthetic_9,0.5101047609,0.4898952391
synthetic_10,0.4806766121,0.5193233879
synthetic_11,0.5493952957,0.4506047043
synthetic_12,0.4935143929,0.5064856071
synthetic_13,0.5305954103,0.4694045897
synthetic_14,0.3804176925,0.6195823075
synthetic_15,0.5346192744,0.4653807256
synthetic_16,0.5957105302,0.4042894698
synthetic_17,0.5077069344,0.4922930656
synthetic_18,0.5197021802,0.4802978198
synthetic_19,0.5505625095,0.4494374905
synthetic_20,0.4521739490,0.5478260510
synthetic_21,0.4948054700,0.5051945300
synthetic_22,0.4324530874,0.5675469126
synthetic_23,0.5946013361,0.4053986639
synthetic_24,0.5343754115,0.4656245885
synthetic_25,0.4582986288,0.5417013712
synthetic_26,0.5490782353,0.4509217647
synthetic_27,0.6026418011,0.3973581989
synthetic_28,0.4824678416,0.5175321584
synthetic_29,0.3941881361,0.6058118639
synthetic_30,0.6127229812,0.3872770188
synthetic_31,0.4673328976,0.5326671024
synthetic_32,0.4150910199,0.5849089801
synthetic_33,0.5297716107,0.4702283893
synthetic_34,0.6149157374,0.3850842626
synthetic_35,0.5296613313,0.4703386687
synthetic_36,0.4080628249,0.5919371751
synthetic_37,0.4713099401,0.5286900599
synthetic_38,0.6125627957,0.3874372043
synthetic_39,0.4010257777,0.5989742223
synthetic_40,0.4614857208,0.5385142792
synthetic_41,0.6071849012,0.3928150988
synthetic_42,0.5739892571,0.4260107429
synthetic_43,0.4847554072,0.5152445928
synthetic_44,0.5399452464,0.4600547536
synthetic_45,0.5588698878,0.4411301122
synthetic_46,0.4482808447,0.5517191553
synthetic_47,0.4874996463,0.5125003537
synthetic_48,0.4809990144,0.5190009856
synthetic_49,0.5065386397,0.4934613603
synthetic_50,0.4789721070,0.5210278930
synthetic_51,0.4754095690,0.5245904310
synthetic_52,0.5451403772,0.4548596228
synthetic_53,0.4821987001,0.5178012999
synthetic_54,0.4290213941,0.5709786059
synthetic_55,0.5101016171,0.4898983829
synthetic_56,0.5251945260,0.4748054740
synthetic_57,0.4787213648,0.5212786352
synthetic_58,0.4842215094,0.5157784906
synthetic_59,0.5626499112,0.4373500888
synthetic_60,0.6203039220,0.3796960780
synthetic_61,0.5212109315,0.4787890685
synthetic_62,0.3977827398,0.6022172602
synthetic_63,0.5199918039,0.4800081961
synthetic_64,0.5616134146,0.4383865854
synthetic_65,0.4674152648,0.5325847352
synthetic_66,0.3971430532,0.6028569468
synthetic_67,0.5162147306,0.4837852694
synthetic_68,0.4988250921,0.5011749079
synthetic_69,0.3927991343,0.6072008657
synthetic_70,0.4301580689,0.5698419311
synthetic_71,0.5958365924,0.4041634076
synthetic_72,0.4756418106,0.5243581894
synthetic_73,0.4587710127,0.5412289873
synthetic_74,0.4603926802,0.5396073198
synthetic_75,0.5521747047,0.4478252953
synthetic_76,0.4973185783,0.5026814217
synthetic_77,0.4918963726,0.5081036274
synthetic_78,0.5387606392,0.4612393608
synthetic_79,0.4622995644,0.5377004356
synthetic_80,0.4820925287,0.5179074713
synthetic_81,0.4409493660,0.5590506340
synthetic_82,0.6191157201,0.3808842799
synthetic_83,0.4649727557,0.5350272443
synthetic_84,0.3702146464,0.6297853536
synthetic_85,0.4521182044,0.5478817956
synthetic_86,0.4912472475,0.5087527525
synthetic_87,0.4502366232,0.5497633768
synthetic_88,0.5085741868,0.4914258132
synthetic_89,0.4813127831,0.5186872169
synthetic_90,0.5958790185,0.4041209815
synthetic_91,0.4020375190,0.5979624810
synthetic_92,0.4163825119,0.5836174881
synthetic_93,0.5309579332,0.4690420668
synthetic_94,0.4732452022,0.5267547978
synthetic_95,0.3715033780,0.6284966220
synthetic_96,0.4867232968,0.5132767032
synthetic_97,0.6132032523,0.3867967477
synthetic_98,0.4116764629,0.5883235371
synthetic_99,0.4764210556,0.5235789444
synthetic_100,0.5779290792,0.4220709208
synthetic_101,0.5243247872,0.4756752128
synthetic_102,0.4130564458,0.5869435542
synthetic_103,0.4579511034,0.5420488966
synthetic_104,0.6097901377,0.3902098623
synthetic_105,0.5191247697,0.4808752303
synthetic_106,0.3985783229,0.6014216771
synthetic_107,0.5137741931,0.4862258069
synthetic_108,0.5988322522,0.4011677478
synthetic_109,0.4400083151,0.5599916849
synthetic_110,0.3753882532,0.6246117468
synthetic_111,0.4660556991,0.5339443009
synthetic_112,0.5203802888,0.4796197112
synthetic_113,0.5093235379,0.4906764621
synthetic_114,0.4364806929,0.5635193071
synthetic_115,0.5629595899,0.4370404101
synthetic_116,0.4731344779,0.5268655221
synthetic_117,0.4839778525,0.5160221475
synthetic_118,0.5449073824,0.4550926176
synthetic_119,0.6102957026,0.3897042974
synthetic_120,0.5518153247,0.4481846753
synthetic_121,0.4645874946,0.5354125054
synthetic_122,0.4548550271,0.5451449729
synthetic_123,0.6037376264,0.3962623736
synthetic_124,0.3989958206,0.6010041794
synthetic_125,0.4964230716,0.5035769284
synthetic_126,0.5936093106,0.4063906894
synthetic_127,0.5465890846,0.4534109154
synthetic_128,0.4616328666,0.5383671334
synthetic_129,0.5353324311,0.4646675689
synthetic_130,0.5785128344,0.4214871656
synthetic_131,0.4409978798,0.5590021202
synthetic_132,0.4921972557,0.5078027443
synthetic_133,0.4738441531,0.5261558469
synthetic_134,0.5088138049,0.4911861951
synthetic_135,0.4784536973,0.5215463027
synthetic_136,0.4699960963,0.5300039037
synthetic_137,0.5346524065,0.4653475935
synthetic_138,0.4770006482,0.5229993518
synthetic_139,0.4478469161,0.5521530839
synthetic_140,0.4900072001,0.5099927999
synthetic_141,0.5507163999,0.4492836001
synthetic_142,0.4561911180,0.5438088820
synthetic_143,0.4568835682,0.5431164318
synthetic_144,0.5527078535,0.4472921465
synthetic_145,0.6070032187,0.3929967813
synthetic_146,0.4790156607,0.5209843393
synthetic_147,0.3754479483,0.6245520517
synthetic_148,0.5722257250,0.4277742750
synthetic_149,0.5041583603,0.4958416397
