item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.6260189411,0.3739810589
synthetic_1,0.6914725065,0.3085274935
synthetic_2,0.4181076599,0.5818923401
synthetic_3,0.2603895279,0.7396104721
synthetic_4,0.6701519432,0.3298480568
synthetic_5,0.4228199579,0.5771800421
synthetic_6,0.4527073744,0.5472926256
synthetic_7,0.5179512241,0.4820487759
synthetic_8,0.6013608992,0.3986391008
synthetic_9,0.4985861918,0.5014138082
synthetic_10,0.4426545358,0.5573454642
synthetic_11,0.5732624719,0.4267375281
synthetic_12,0.4670542471,0.5329457529
synthetic_13,0.5375310797,0.4624689203
synthetic_14,0.2521006734,0.7478993266
synthetic_15,0.5451789065,0.4548210935
synthetic_16,0.6612900194,0.3387099806
synthetic_17,0.4940288407,0.5059711593
synthetic_18,0.5168272155,0.4831727845
synthetic_19,0.5754808989,0.4245191011
synthetic_20,0.3884818740,0.6115181260
synthetic_21,0.4695080910,0.5304919090
synthetic_22,0.3510000582,0.6489999418
synthetic_23,0.6591818658,0.3408181342
synthetic_24,0.5447154163,0.4552845837
synthetic_25,0.4001225478,0.5998774522
synthetic_26,0.5726598612,0.4273401388
synthetic_27,0.6744637147,0.3255362853
synthetic_28,0.4460589779,0.5539410221
synthetic_29,0.2782730202,0.7217269798
synthetic_30,0.6936241825,0.3063758175
synthetic_31,0.4172932377,0.5827067623
synthetic_32,0.3180014080,0.6819985920
synthetic_33,0.5359653517,0.4640346483
synthetic_34,0.6977917734,0.3022082266
synthetic_35,0.5357557528,0.4642442472
synthetic_36,0.3046434972,0.6953565028
synthetic_37,0.4248520746,0.5751479254
synthetic_38,0.6933197310,0.3066802690
synthetic_39,0.2912687619,0.7087312381
synthetic_40,0.4061799907,0.5938200093
synthetic_41,0.6830984104,0.3169015896
synthetic_42,0.6200061866,0.3799938134
synthetic_43,0.4504067653,0.5495932347
synthetic_44,0.5553015424,0.4446984576
synthetic_45,0.5912700478,0.4087299522
synthetic_46,0.3810825716,0.6189174284
synthetic_47,0.4556225142,0.5443774858
synthetic_48,0.4432672992,0.5567327008
synthetic_49,0.4918083593,0.5081916407
