item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.6511929036,0.3488070964
synthetic_1,0.7186795866,0.2813204134
synthetic_2,0.4368234854,0.5631765146
synthetic_3,0.2742063153,0.7257936847
synthetic_4,0.6966967643,0.3033032357
synthetic_5,0.4416821567,0.5583178433
synthetic_6,0.4724979357,0.5275020643
synthetic_7,0.5397683888,0.4602316112
synthetic_8,0.6257689340,0.3742310660
synthetic_9,0.5198018402,0.4801981598
synthetic_10,0.4621328360,0.5378671640
synthetic_11,0.5967977137,0.4032022863
synthetic_12,0.4872904508,0.5127095492
synthetic_13,0.5599564336,0.4400435664
synthetic_14,0.2656599926,0.7343400074
synthetic_15,0.5678418170,0.4321581830
synthetic_16,0.6875595715,0.3124404285
synthetic_17,0.5151029287,0.4848970713
synthetic_18,0.5386094663,0.4613905337
synthetic_19,0.5990850494,0.4009149506
synthetic_20,0.4062774638,0.5937225362
synthetic_21,0.4898205159,0.5101794841
synthetic_22,0.3676313884,0.6323686116
synthetic_23,0.6853859345,0.3146140655
synthetic_24,0.5673639299,0.4326360701
synthetic_25,0.4182797201,0.5817202799
synthetic_26,0.5961763848,0.4038236152
synthetic_27,0.7011424679,0.2988575321
synthetic_28,0.4656430269,0.5343569731
synthetic_29,0.2926453043,0.7073546957
synthetic_30,0.7208980979,0.2791019021
synthetic_31,0.4359837656,0.5640162344
synthetic_32,0.3336077347,0.6663922653
synthetic_33,0.5583420710,0.4416579290
synthetic_34,0.7251951425,0.2748048575
synthetic_35,0.5581259615,0.4418740385
synthetic_36,0.3198349007,0.6801650993
synthetic_37,0.4437773950,0.5562226050
synthetic_38,0.7205841895,0.2794158105
synthetic_39,0.3060447195,0.6939552805
synthetic_40,0.4245253192,0.5754746808
synthetic_41,0.7100453744,0.2899546256
synthetic_42,0.6449933810,0.3550066190
synthetic_43,0.4701258651,0.5298741349
synthetic_44,0.5782788821,0.4217211179
synthetic_45,0.6153646407,0.3846353593
synthetic_46,0.3986483244,0.6013516756
synthetic_47,0.4755036255,0.5244963745
synthetic_48,0.4627646330,0.5372353670
synthetic_49,0.5128134748,0.4871865252
synthetic_50,0.4587925947,0.5412074053
synthetic_51,0.4518112512,0.5481887488
synthetic_52,0.5884595435,0.4115404565
synthetic_53,0.4651156025,0.5348843975
synthetic_54,0.3609064553,0.6390935447
synthetic_55,0.5197956794,0.4802043206
synthetic_56,0.5493725663,0.4506274337
synthetic_57,0.4583012267,0.5416987733
synthetic_58,0.4690796099,0.5309203901
synthetic_59,0.6227721807,0.3772278193
synthetic_60,0.7357541226,0.2642458774
synthetic_61,0.5415660975,0.4584339025
synthetic_62,0.2996894857,0.7003105143
synthetic_63,0.5391770286,0.4608229714
synthetic_64,0.6207410055,0.3792589945
synthetic_65,0.4361451769,0.5638548231
synthetic_66,0.2984359209,0.7015640791
synthetic_67,0.5317752698,0.4682247302
synthetic_68,0.4976975864,0.5023024136
synthetic_69,0.2899233407,0.7100766593
synthetic_70,0.3631339450,0.6368660550
synthetic_71,0.6878066099,0.3121933901
synthetic_72,0.4522663643,0.5477336357
synthetic_73,0.4192054292,0.5807945708
synthetic_74,0.4223833373,0.5776166627
synthetic_75,0.6022443950,0.3977556050
synthetic_76,0.4947453400,0.5052546600
synthetic_77,0.4841196901,0.5158803099
synthetic_78,0.5759574611,0.4240425389
synthetic_79,0.4261201715,0.5738798285
synthetic_80,0.4649075431,0.5350924569
synthetic_81,0.3842811592,0.6157188408
synthetic_82,0.7334256573,0.2665743427
synthetic_83,0.4313587029,0.5686412971
synthetic_84,0.2456655472,0.7543344528
synthetic_85,0.4061682236,0.5938317764
synthetic_86,0.4828476292,0.5171523708
synthetic_87,0.4024809744,0.5975190256
synthetic_88,0.5168024437,0.4831975563
synthetic_89,0.4633795113,0.5366204887
synthetic_90,0.6878897504,0.3121102496
