item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.5643067137,0.4356932863
synthetic_1,0.5977072775,0.4022927225
synthetic_2,0.4582108275,0.5417891725
synthetic_3,0.3777282059,0.6222717941
synthetic_4,0.5868275213,0.4131724787
synthetic_5,0.4606154850,0.5393845150
synthetic_6,0.4758668554,0.5241331446
synthetic_7,0.5091604025,0.4908395975
synthetic_8,0.5517238620,0.4482761380
synthetic_9,0.4992785421,0.5007214579
synthetic_10,0.4707369518,0.5292630482
synthetic_11,0.5373854022,0.4626145978
synthetic_12,0.4831879789,0.5168120211
synthetic_13,0.5191518860,0.4808481140
synthetic_14,0.3734984529,0.6265015471
synthetic_15,0.5230545264,0.4769454736
synthetic_16,0.5823053345,0.4176946655
synthetic_17,0.4969529530,0.5030470470
synthetic_18,0.5085868276,0.4914131724
synthetic_19,0.5385174523,0.4614825477
synthetic_20,0.4430929657,0.5569070343
synthetic_21,0.4844401608,0.5155598392
synthetic_22,0.4239662188,0.5760337812
synthetic_23,0.5812295563,0.4187704437
synthetic_24,0.5228180101,0.4771819899
synthetic_25,0.4490331321,0.5509668679
synthetic_26,0.5370778936,0.4629221064
synthetic_27,0.5890277925,0.4109722075
synthetic_28,0.4724742183,0.5275257817
synthetic_29,0.3868540453,0.6131459547
synthetic_30,0.5988052649,0.4011947351
synthetic_31,0.4577952327,0.5422047673
synthetic_32,0.4071272045,0.5928727955
synthetic_33,0.5183529044,0.4816470956
synthetic_34,0.6009319617,0.3990680383
synthetic_35,0.5182459473,0.4817540527
synthetic_36,0.4003107423,0.5996892577
synthetic_37,0.4616524621,0.5383475379
synthetic_38,0.5986499052,0.4013500948
synthetic_39,0.3934856947,0.6065143053
synthetic_40,0.4521242091,0.5478757909
synthetic_41,0.5934340263,0.4065659737
synthetic_42,0.5612384409,0.4387615591
synthetic_43,0.4746928683,0.5253071317
synthetic_44,0.5282200471,0.4717799529
synthetic_45,0.5465745608,0.4534254392
synthetic_46,0.4393171459,0.5606828541
synthetic_47,0.4773544338,0.5226455662
synthetic_48,0.4710496413,0.5289503587
synthetic_49,0.4958198546,0.5041801454
