item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.6069095274,0.3930904726
synthetic_1,0.6546298186,0.3453701814
synthetic_2,0.4553274581,0.5446725419
synthetic_3,0.3403397544,0.6596602456
synthetic_4,0.6390856158,0.3609143842
synthetic_5,0.4587630576,0.5412369424
synthetic_6,0.4805531038,0.5194468962
synthetic_7,0.5281204974,0.4718795026
synthetic_8,0.5889320661,0.4110679339
synthetic_9,0.5140020155,0.4859979845
synthetic_10,0.4732238715,0.5267761285
synthetic_11,0.5684463198,0.4315536802
synthetic_12,0.4910129915,0.5089870085
synthetic_13,0.5423956008,0.4576043992
synthetic_14,0.3342965916,0.6657034084
synthetic_15,0.5479714089,0.4520285911
synthetic_16,0.6326246449,0.3673753551
synthetic_17,0.5106793833,0.4893206167
synthetic_18,0.5273010154,0.4726989846
synthetic_19,0.5700637104,0.4299362896
synthetic_20,0.4337281591,0.5662718409
synthetic_21,0.4928020178,0.5071979822
synthetic_22,0.4064012571,0.5935987429
synthetic_23,0.6310876514,0.3689123486
synthetic_24,0.5476334917,0.4523665083
synthetic_25,0.4422150359,0.5577849641
synthetic_26,0.5680069739,0.4319930261
synthetic_27,0.6422292030,0.3577707970
synthetic_28,0.4757059513,0.5242940487
synthetic_29,0.3533780886,0.6466219114
synthetic_30,0.6561985429,0.3438014571
synthetic_31,0.4547336866,0.5452663134
synthetic_32,0.3823429008,0.6176570992
synthetic_33,0.5412540740,0.4587459260
synthetic_34,0.6592370123,0.3407629877
synthetic_35,0.5411012615,0.4588987385
synthetic_36,0.3726040366,0.6273959634
synthetic_37,0.4602446147,0.5397553853
synthetic_38,0.6559765762,0.3440234238
synthetic_39,0.3628529059,0.6371470941
synthetic_40,0.4466313414,0.5533686586
synthetic_41,0.6485245086,0.3514754914
synthetic_42,0.6025258029,0.3974741971
synthetic_43,0.4788757966,0.5211242034
synthetic_44,0.5553515284,0.4446484716
synthetic_45,0.5815751198,0.4184248802
synthetic_46,0.4283335429,0.5716664571
