item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.6133020536,0.3866979464
synthetic_1,0.6620623683,0.3379376317
synthetic_2,0.4584163808,0.5415836192
synthetic_3,0.3409226170,0.6590773830
synthetic_4,0.6461793927,0.3538206073
synthetic_5,0.4619268563,0.5380731437
synthetic_6,0.4841917982,0.5158082018
synthetic_7,0.5327958831,0.4672041169
synthetic_8,0.5949327886,0.4050672114
synthetic_9,0.5183697007,0.4816302993
synthetic_10,0.4767028315,0.5232971685
synthetic_11,0.5740005728,0.4259994272
synthetic_12,0.4948796504,0.5051203496
synthetic_13,0.5473821003,0.4526178997
synthetic_14,0.3347477486,0.6652522514
synthetic_15,0.5530794284,0.4469205716
synthetic_16,0.6395776104,0.3604223896
synthetic_17,0.5149746546,0.4850253454
synthetic_18,0.5319585412,0.4680414588
synthetic_19,0.5756532130,0.4243467870
synthetic_20,0.4363463433,0.5636536567
synthetic_21,0.4967076669,0.5032923331
synthetic_22,0.4084238745,0.5915761255
synthetic_23,0.6380071194,0.3619928806
synthetic_24,0.5527341466,0.4472658534
synthetic_25,0.4450181844,0.5549818156
synthetic_26,0.5735516517,0.4264483483
synthetic_27,0.6493914918,0.3506085082
synthetic_28,0.4792390061,0.5207609939
synthetic_29,0.3542451107,0.6457548893
synthetic_30,0.6636652817,0.3363347183
synthetic_31,0.4578096685,0.5421903315
synthetic_32,0.3838411866,0.6161588134
synthetic_33,0.5462156949,0.4537843051
synthetic_34,0.6667699719,0.3332300281
synthetic_35,0.5460595520,0.4539404480
synthetic_36,0.3738900720,0.6261099280
synthetic_37,0.4634407027,0.5365592973
synthetic_38,0.6634384774,0.3365615226
synthetic_39,0.3639264237,0.6360735763
synthetic_40,0.4495307396,0.5504692604
synthetic_41,0.6558239982,0.3441760018
synthetic_42,0.6088227895,0.3911772105
synthetic_43,0.4824779355,0.5175220645
synthetic_44,0.5606203914,0.4393796086
synthetic_45,0.5874155039,0.4125844961
synthetic_46,0.4308341560,0.5691658440
synthetic_47,0.4863634619,0.5136365381
synthetic_48,0.4771593160,0.5228406840
synthetic_49,0.5133204839,0.4866795161
synthetic_50,0.4742894485,0.5257105515
synthetic_51,0.4692453050,0.5307546950
synthetic_52,0.5679760982,0.4320239018
synthetic_53,0.4788579328,0.5211420672
synthetic_54,0.4035649921,0.5964350079
synthetic_55,0.5183652495,0.4816347505
synthetic_56,0.5397350702,0.4602649298
synthetic_57,0.4739344265,0.5260655735
synthetic_58,0.4817219977,0.5182780023
synthetic_59,0.5927675817,0.4072324183
synthetic_60,0.6743990207,0.3256009793
synthetic_61,0.5340947592,0.4659052408
synthetic_62,0.3593346556,0.6406653444
synthetic_63,0.5323686149,0.4676313851
synthetic_64,0.5913000219,0.4086999781
synthetic_65,0.4579262911,0.5420737089
synthetic_66,0.3584289330,0.6415710670
synthetic_67,0.5270207141,0.4729792859
synthetic_68,0.5023989888,0.4976010112
synthetic_69,0.3522784441,0.6477215559
synthetic_70,0.4051743926,0.5948256074
synthetic_71,0.6397561000,0.3602439000
synthetic_72,0.4695741323,0.5304258677
synthetic_73,0.4456870256,0.5543129744
synthetic_74,0.4479831200,0.5520168800
synthetic_75,0.5779358957,0.4220641043
synthetic_76,0.5002659389,0.4997340611
synthetic_77,0.4925887201,0.5074112799
synthetic_78,0.5589431239,0.4410568761
synthetic_79,0.4506830484,0.5493169516
synthetic_80,0.4787076062,0.5212923938
synthetic_81,0.4204536266,0.5795463734
synthetic_82,0.6727166636,0.3272833364
synthetic_83,0.4544679794,0.5455320206
synthetic_84,0.3203014104,0.6796985896
synthetic_85,0.4362674154,0.5637325846
synthetic_86,0.4916696337,0.5083303663
synthetic_87,0.4336033130,0.5663966870
synthetic_88,0.5162025840,0.4837974160
synthetic_89,0.4776035763,0.5223964237
synthetic_90,0.6398161704,0.3601838296
synthetic_91,0.3653589328,0.6346410672
synthetic_92,0.3856697905,0.6143302095
synthetic_93,0.5478953909,0.4521046091
synthetic_94,0.4661808109,0.5338191891
synthetic_95,0.3221261060,0.6778738940
synthetic_96,0.4852642405,0.5147357595
synthetic_97,0.6643452902,0.3356547098
synthetic_98,0.3790065673,0.6209934327
synthetic_99,0.4706774535,0.5293225465
synthetic_100,0.6144011238,0.3855988762
synthetic_101,0.5385036202,0.4614963798
synthetic_102,0.3809604641,0.6190395359
synthetic_103,0.4445261286,0.5554738714
synthetic_104,0.6595127131,0.3404872869
synthetic_105,0.5311409943,0.4688590057
synthetic_106,0.3604611096,0.6395388904
synthetic_107,0.5235651941,0.4764348059
synthetic_108,0.6439976093,0.3560023907
synthetic_109,0.4191212069,0.5808787931
synthetic_110,0.3276266418,0.6723733582
synthetic_111,0.4560013026,0.5439986974
synthetic_112,0.5329186647,0.4670813353
synthetic_113,0.5172635790,0.4827364210
synthetic_114,0.4141265001,0.5858734999
synthetic_115,0.5932060511,0.4067939489
synthetic_116,0.4660240381,0.5339759619
synthetic_117,0.4813770076,0.5186229924
synthetic_118,0.5676462044,0.4323537956
synthetic_119,0.6602285347,0.3397714653
synthetic_120,0.5774270550,0.4225729450
synthetic_121,0.4539224942,0.5460775058
synthetic_122,0.4401424411,0.5598575589
synthetic_123,0.6509430541,0.3490569459
synthetic_124,0.3610522382,0.6389477618
synthetic_125,0.4989980045,0.5010019955
synthetic_126,0.6366025256,0.3633974744
synthetic_127,0.5700273010,0.4299726990
synthetic_128,0.4497390811,0.5502609189
