item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.6154137117,0.3845862883
synthetic_1,0.6647447739,0.3352552261
synthetic_2,0.4587150769,0.5412849231
synthetic_3,0.3398460294,0.6601539706
synthetic_4,0.6486758855,0.3513241145
synthetic_5,0.4622666430,0.5377333570
synthetic_6,0.4847921998,0.5152078002
synthetic_7,0.5339652033,0.4660347967
synthetic_8,0.5968294315,0.4031705685
synthetic_9,0.5193701602,0.4806298398
synthetic_10,0.4772155734,0.5227844266
synthetic_11,0.5756522007,0.4243477993
synthetic_12,0.4956051550,0.5043948450
synthetic_13,0.5487221546,0.4512778454
synthetic_14,0.3335988831,0.6664011169
synthetic_15,0.5544861709,0.4455138291
synthetic_16,0.6419968282,0.3580031718
synthetic_17,0.5159353745,0.4840646255
synthetic_18,0.5331180602,0.4668819398
synthetic_19,0.5773241853,0.4226758147
synthetic_20,0.4363867060,0.5636132940
synthetic_21,0.4974545687,0.5025454313
synthetic_22,0.4081374001,0.5918625999
synthetic_23,0.6404079544,0.3595920456
synthetic_24,0.5541368475,0.4458631525
synthetic_25,0.4451600524,0.5548399476
synthetic_26,0.5751980249,0.4248019751
synthetic_27,0.6519255827,0.3480744173
synthetic_28,0.4797814344,0.5202185656
synthetic_29,0.3533244650,0.6466755350
synthetic_30,0.6663664497,0.3336335503
synthetic_31,0.4581012629,0.5418987371
synthetic_32,0.3832669679,0.6167330321
synthetic_33,0.5475420963,0.4524579037
synthetic_34,0.6695074808,0.3304925192
synthetic_35,0.5473841257,0.4526158743
synthetic_36,0.3731993738,0.6268006262
synthetic_37,0.4637982093,0.5362017907
synthetic_38,0.6661369906,0.3338630094
synthetic_39,0.3631190994,0.6368809006
synthetic_40,0.4497254278,0.5502745722
synthetic_41,0.6584333827,0.3415666173
synthetic_42,0.6108820172,0.3891179828
synthetic_43,0.4830582760,0.5169417240
synthetic_44,0.5621154021,0.4378845979
synthetic_45,0.5892241557,0.4107758443
synthetic_46,0.4308099976,0.5691900024
synthetic_47,0.4869892832,0.5130107168
synthetic_48,0.4776774011,0.5223225989
synthetic_49,0.5142618415,0.4857381585
synthetic_50,0.4747739414,0.5252260586
synthetic_51,0.4696707554,0.5303292446
synthetic_52,0.5695572086,0.4304427914
synthetic_53,0.4793959005,0.5206040995
synthetic_54,0.4032216437,0.5967783563
synthetic_55,0.5193656568,0.4806343432
synthetic_56,0.5409856148,0.4590143852
synthetic_57,0.4744147638,0.5255852362
synthetic_58,0.4822934899,0.5177065101
synthetic_59,0.5946388805,0.4053611195
synthetic_60,0.6772258289,0.3227741711
synthetic_61,0.5352792830,0.4647207170
synthetic_62,0.3584735839,0.6415264161
synthetic_63,0.5335329339,0.4664670661
synthetic_64,0.5931541427,0.4068458573
synthetic_65,0.4582192505,0.5417807495
synthetic_66,0.3575572596,0.6424427404
synthetic_67,0.5281224351,0.4718775649
synthetic_68,0.5032125085,0.4967874915
synthetic_69,0.3513347783,0.6486652217
synthetic_70,0.4048498825,0.5951501175
synthetic_71,0.6421774071,0.3578225929
synthetic_72,0.4700034317,0.5299965683
synthetic_73,0.4458367225,0.5541632775
synthetic_74,0.4481596930,0.5518403070
synthetic_75,0.5796335872,0.4203664128
synthetic_76,0.5010544909,0.4989455091
synthetic_77,0.4932874090,0.5067125910
