item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,1.0000000000,0.0000000000
synthetic_1,1.0000000000,0.0000000000
synthetic_2,1.0000000000,0.0000000000
synthetic_3,1.0000000000,0.0000000000
synthetic_4,1.0000000000,0.0000000000
synthetic_5,1.0000000000,0.0000000000
synthetic_6,1.0000000000,0.0000000000
synthetic_7,1.0000000000,0.0000000000
synthetic_8,1.0000000000,0.0000000000
synthetic_9,1.0000000000,0.0000000000
synthetic_10,1.0000000000,0.0000000000
synthetic_11,1.0000000000,0.0000000000
synthetic_12,1.0000000000,0.0000000000
synthetic_13,1.0000000000,0.0000000000
synthetic_14,1.0000000000,0.0000000000
synthetic_15,1.0000000000,0.0000000000
synthetic_16,1.0000000000,0.0000000000
synthetic_17,1.0000000000,0.0000000000
synthetic_18,1.0000000000,0.0000000000
synthetic_19,1.0000000000,0.0000000000
synthetic_20,1.0000000000,0.0000000000
synthetic_21,1.0000000000,0.0000000000
synthetic_22,1.0000000000,0.0000000000
synthetic_23,1.0000000000,0.0000000000
synthetic_24,1.0000000000,0.0000000000
synthetic_25,1.0000000000,0.0000000000
synthetic_26,1.0000000000,0.0000000000
synthetic_27,1.0000000000,0.0000000000
synthetic_28,1.0000000000,0.0000000000
synthetic_29,1.0000000000,0.0000000000
synthetic_30,1.0000000000,0.0000000000
synthetic_31,1.0000000000,0.0000000000
synthetic_32,1.0000000000,0.0000000000
synthetic_33,1.0000000000,0.0000000000
synthetic_34,1.0000000000,0.0000000000
synthetic_35,1.0000000000,0.0000000000
synthetic_36,1.0000000000,0.0000000000
synthetic_37,1.0000000000,0.0000000000
synthetic_38,1.0000000000,0.0000000000
synthetic_39,1.0000000000,0.0000000000
synthetic_40,1.0000000000,0.0000000000
synthetic_41,1.0000000000,0.0000000000
synthetic_42,1.0000000000,0.0000000000
synthetic_43,1.0000000000,0.0000000000
synthetic_44,1.0000000000,0.0000000000
synthetic_45,1.0000000000,0.0000000000
synthetic_46,1.0000000000,0.0000000000
synthetic_47,1.0000000000,0.0000000000
synthetic_48,1.0000000000,0.0000000000
synthetic_49,1.0000000000,0.0000000000
synthetic_50,1.0000000000,0.0000000000
synthetic_51,1.0000000000,0.0000000000
synthetic_52,1.0000000000,0.0000000000
synthetic_53,1.0000000000,0.0000000000
synthetic_54,1.0000000000,0.0000000000
synthetic_55,1.0000000000,0.0000000000
synthetic_56,1.0000000000,0.0000000000
synthetic_57,1.0000000000,0.0000000000
synthetic_58,1.0000000000,0.0000000000
synthetic_59,1.0000000000,0.0000000000
synthetic_60,1.0000000000,0.0000000000
synthetic_61,1.0000000000,0.0000000000
synthetic_62,1.0000000000,0.0000000000
synthetic_63,1.0000000000,0.0000000000
synthetic_64,1.0000000000,0.0000000000
synthetic_65,1.0000000000,0.0000000000
synthetic_66,1.0000000000,0.0000000000
synthetic_67,1.0000000000,0.0000000000
synthetic_68,1.0000000000,0.0000000000
synthetic_69,1.0000000000,0.0000000000
synthetic_70,1.0000000000,0.0000000000
synthetic_71,1.0000000000,0.0000000000
synthetic_72,1.0000000000,0.0000000000
synthetic_73,1.0000000000,0.0000000000
synthetic_74,1.0000000000,0.0000000000
synthetic_75,1.0000000000,0.0000000000
synthetic_76,1.0000000000,0.0000000000
synthetic_77,1.0000000000,0.0000000000
synthetic_78,1.0000000000,0.0000000000
synthetic_79,1.0000000000,0.0000000000
synthetic_80,1.0000000000,0.0000000000
synthetic_81,1.0000000000,0.0000000000
