item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.6602333008,0.3397666992
synthetic_1,0.7291907992,0.2708092008
synthetic_2,0.4411918818,0.5588081182
synthetic_3,0.2750306075,0.7249693925
synthetic_4,0.7067288798,0.2932711202
synthetic_5,0.4461564438,0.5538435562
synthetic_6,0.4776438267,0.5223561733
synthetic_7,0.5463803826,0.4536196174
synthetic_8,0.6342552372,0.3657447628
synthetic_9,0.5259786799,0.4740213201
synthetic_10,0.4670528283,0.5329471717
synthetic_11,0.6046526136,0.3953473864
synthetic_12,0.4927587321,0.5072412679
synthetic_13,0.5670084088,0.4329915912
synthetic_14,0.2662980249,0.7337019751
synthetic_15,0.5750656476,0.4249343524
synthetic_16,0.6973925496,0.3026074504
synthetic_17,0.5211773596,0.4788226404
synthetic_18,0.5451962023,0.4548037977
synthetic_19,0.6069897999,0.3930102001
synthetic_20,0.4099801354,0.5900198646
synthetic_21,0.4953439379,0.5046560621
synthetic_22,0.3704918014,0.6295081986
synthetic_23,0.6951715400,0.3048284600
synthetic_24,0.5745773453,0.4254226547
synthetic_25,0.4222439708,0.5777560292
synthetic_26,0.6040177433,0.3959822567
synthetic_27,0.7112714738,0.2887285262
synthetic_28,0.4706395209,0.5293604791
synthetic_29,0.2938714588,0.7061285412
synthetic_30,0.7314576610,0.2685423390
synthetic_31,0.4403338611,0.5596661389
synthetic_32,0.3357266308,0.6642733692
synthetic_33,0.5653588625,0.4346411375
synthetic_34,0.7358483561,0.2641516439
synthetic_35,0.5651380431,0.4348619569
synthetic_36,0.3216536295,0.6783463705
synthetic_37,0.4482973460,0.5517026540
synthetic_38,0.7311369113,0.2688630887
synthetic_39,0.3075629029,0.6924370971
synthetic_40,0.4286256874,0.5713743126
synthetic_41,0.7203684116,0.2796315884
synthetic_42,0.6538986648,0.3461013352
synthetic_43,0.4752200588,0.5247799412
synthetic_44,0.5857301797,0.4142698203
synthetic_45,0.6236241911,0.3763758089
synthetic_46,0.4021847253,0.5978152747
synthetic_47,0.4807150229,0.5192849771
synthetic_48,0.4676983948,0.5323016052
synthetic_49,0.5188380090,0.4811619910
synthetic_50,0.4636397893,0.5363602107
synthetic_51,0.4565062933,0.5434937067
synthetic_52,0.5961327200,0.4038672800
synthetic_53,0.4701006018,0.5298993982
synthetic_54,0.3636203040,0.6363796960
synthetic_55,0.5259723849,0.4740276151
synthetic_56,0.5561938751,0.4438061249
synthetic_57,0.4631377124,0.5368622876
synthetic_58,0.4741510013,0.5258489987
synthetic_59,0.6311931722,0.3688068278
synthetic_60,0.7466374604,0.2533625396
synthetic_61,0.5482172708,0.4517827292
synthetic_62,0.3010691622,0.6989308378
synthetic_63,0.5457761342,0.4542238658
synthetic_64,0.6291177293,0.3708822707
synthetic_65,0.4404987902,0.5595012098
synthetic_66,0.2997882770,0.7002117230
synthetic_67,0.5382130604,0.4617869396
synthetic_68,0.5033926825,0.4966073175
synthetic_69,0.2910901722,0.7089098278
synthetic_70,0.3658963400,0.6341036600
synthetic_71,0.6976449720,0.3023550280
synthetic_72,0.4569713253,0.5430286747
synthetic_73,0.4231898550,0.5768101450
synthetic_74,0.4264370228,0.5735629772
synthetic_75,0.6102180007,0.3897819993
synthetic_76,0.5003760944,0.4996239056
synthetic_77,0.4895188674,0.5104811326
synthetic_78,0.5833581652,0.4166418348
synthetic_79,0.4302552982,0.5697447018
synthetic_80,0.4698880079,0.5301119921
synthetic_81,0.3875044399,0.6124955601
synthetic_82,0.7442582481,0.2557417519
synthetic_83,0.4356079989,0.5643920011
synthetic_84,0.2458678174,0.7541321826
synthetic_85,0.4098685145,0.5901314855
synthetic_86,0.4882190830,0.5117809170
synthetic_87,0.4061009047,0.5938990953
synthetic_88,0.5229139141,0.4770860859
synthetic_89,0.4683266739,0.5316733261
synthetic_90,0.6977299244,0.3022700756
synthetic_91,0.3095887768,0.6904112232
synthetic_92,0.3383126672,0.6616873328
synthetic_93,0.5677343114,0.4322656886
synthetic_94,0.4521724441,0.5478275559
synthetic_95,0.2484483267,0.7515516733
synthetic_96,0.4791604890,0.5208395110
synthetic_97,0.7324193383,0.2675806617
synthetic_98,0.3288894465,0.6711105535
synthetic_99,0.4585316571,0.5414683429
synthetic_100,0.6617876208,0.3382123792
synthetic_101,0.5544523419,0.4455476581
synthetic_102,0.3316526739,0.6683473261
synthetic_103,0.4215480986,0.5784519014
synthetic_104,0.7255850422,0.2744149578
synthetic_105,0.5440400164,0.4559599836
synthetic_106,0.3026622087,0.6973377913
synthetic_107,0.5333262171,0.4666737829
synthetic_108,0.7036433720,0.2963566280
synthetic_109,0.3856201138,0.6143798862
synthetic_110,0.2562272590,0.7437727410
synthetic_111,0.4377764454,0.5622235546
synthetic_112,0.5465540221,0.4534459779
synthetic_113,0.5244143875,0.4755856125
synthetic_114,0.3785565318,0.6214434682
synthetic_115,0.6318132616,0.3681867384
synthetic_116,0.4519507339,0.5480492661
synthetic_117,0.4736631116,0.5263368884
synthetic_118,0.5956661796,0.4043338204
synthetic_119,0.7265973669,0.2734026331
