item_SYNTHETIC,composition_a_SYNTHETIC,composition_b_SYNTHETIC
synthetic_0,0.5817660973,0.4182339027
synthetic_1,0.6169546972,0.3830453028
synthetic_2,0.4699905682,0.5300094318
synthetic_3,0.3851994614,0.6148005386
synthetic_4,0.6054925138,0.3945074862
synthetic_5,0.4725239545,0.5274760455
synthetic_6,0.4885917782,0.5114082218
synthetic_7,0.5236676325,0.4763323675
synthetic_8,0.5685096464,0.4314903536
synthetic_9,0.5132567653,0.4867432347
synthetic_10,0.4831872549,0.5168127451
synthetic_11,0.5534036043,0.4465963957
synthetic_12,0.4963048242,0.5036951758
synthetic_13,0.5341939912,0.4658060088
synthetic_14,0.3807432766,0.6192567234
synthetic_15,0.5383055520,0.4616944480
synthetic_16,0.6007282402,0.3992717598
synthetic_17,0.5108066802,0.4891933198
synthetic_18,0.5230633524,0.4769366476
synthetic_19,0.5545962565,0.4454037435
synthetic_20,0.4540634003,0.5459365997
synthetic_21,0.4976240393,0.5023759607
synthetic_22,0.4339127390,0.5660872610
synthetic_23,0.5995948722,0.4004051278
synthetic_24,0.5380563743,0.4619436257
synthetic_25,0.4603215623,0.5396784377
synthetic_26,0.5530796337,0.4469203663
synthetic_27,0.6078105724,0.3921894276
synthetic_28,0.4850175227,0.5149824773
synthetic_29,0.3948138354,0.6051861646
synthetic_30,0.6181114633,0.3818885367
synthetic_31,0.4695527253,0.5304472747
synthetic_32,0.4161722799,0.5838277201
synthetic_33,0.5333522375,0.4666477625
synthetic_34,0.6203520088,0.3796479912
synthetic_35,0.5332395547,0.4667604453
synthetic_36,0.4089909113,0.5910090887
synthetic_37,0.4736164442,0.5263835558
synthetic_38,0.6179477866,0.3820522134
synthetic_39,0.4018004977,0.5981995023
synthetic_40,0.4635781142,0.5364218858
synthetic_41,0.6124526855,0.3875473145
synthetic_42,0.5785335703,0.4214664297
synthetic_43,0.4873549439,0.5126450561
synthetic_44,0.5437475991,0.4562524009
synthetic_45,0.5630846871,0.4369153129
synthetic_46,0.4500854490,0.5499145510
synthetic_47,0.4901589913,0.5098410087
synthetic_48,0.4835166836,0.5164833164
synthetic_49,0.5096129236,0.4903870764
synthetic_50,0.4814456015,0.5185543985
synthetic_51,0.4778054210,0.5221945790
synthetic_52,0.5490559534,0.4509440466
synthetic_53,0.4847425155,0.5152574845
synthetic_54,0.4304062549,0.5695937451
synthetic_55,0.5132535530,0.4867464470
synthetic_56,0.5286753992,0.4713246008
synthetic_57,0.4811893946,0.5188106054
synthetic_58,0.4868094102,0.5131905898
synthetic_59,0.5669470929,0.4330529071
synthetic_60,0.6258576243,0.3741423757
synthetic_61,0.5246049856,0.4753950144
synthetic_62,0.3984867805,0.6015132195
synthetic_63,0.5233592881,0.4766407119
synthetic_64,0.5658880068,0.4341119932
synthetic_65,0.4696368877,0.5303631123
synthetic_66,0.3978331524,0.6021668476
synthetic_67,0.5194998967,0.4805001033
synthetic_68,0.5017312656,0.4982687344
synthetic_69,0.3933945615,0.6066054385
synthetic_70,0.4315677025,0.5684322975
synthetic_71,0.6008570498,0.3991429502
synthetic_72,0.4780427240,0.5219572760
synthetic_73,0.4608042413,0.5391957587
synthetic_74,0.4624612517,0.5375387483
synthetic_75,0.5562435881,0.4437564119
synthetic_76,0.5001919187,0.4998080813
synthetic_77,0.4946515406,0.5053484594
synthetic_78,0.5425371743,0.4574628257
synthetic_79,0.4644096949,0.5355903051
synthetic_80,0.4846340301,0.5153659699
synthetic_81,0.4425941869,0.5574058131
synthetic_82,0.6246435265,0.3753564735
synthetic_83,0.4671411461,0.5328588539
synthetic_84,0.3703178637,0.6296821363
synthetic_85,0.4540064407,0.5459935593
synthetic_86,0.4939882684,0.5060117316
synthetic_87,0.4520838520,0.5479161480
synthetic_88,0.5116928336,0.4883071664
synthetic_89,0.4838372907,0.5161627093
synthetic_90,0.6009004006,0.3990995994
synthetic_91,0.4028342890,0.5971657110
synthetic_92,0.4174919189,0.5825080811
synthetic_93,0.5345644149,0.4654355851
synthetic_94,0.4755938836,0.5244061164
synthetic_95,0.3716346822,0.6283653178
synthetic_96,0.4893657219,0.5106342781
synthetic_97,0.6186022014,0.3813977986
synthetic_98,0.4126833056,0.5873166944
synthetic_99,0.4788389521,0.5211610479
synthetic_100,0.5825592575,0.4174407425
synthetic_101,0.5277867051,0.4722132949
synthetic_102,0.4140933640,0.5859066360
synthetic_103,0.4599664629,0.5400335371
synthetic_104,0.6151147009,0.3848852991
synthetic_105,0.5224733576,0.4775266424
synthetic_106,0.3992997026,0.6007002974
synthetic_107,0.5170061697,0.4829938303
synthetic_108,0.6039179976,0.3960820024
synthetic_109,0.4416326266,0.5583673734
synthetic_110,0.3756042249,0.6243957751
synthetic_111,0.4682476914,0.5317523086
synthetic_112,0.5237562397,0.4762437603
synthetic_113,0.5124585163,0.4875414837
synthetic_114,0.4380281228,0.5619718772
synthetic_115,0.5672635208,0.4327364792
synthetic_116,0.4754807462,0.5245192538
synthetic_117,0.4865604430,0.5134395570
synthetic_118,0.5488178806,0.4511821194
synthetic_119,0.6156312842,0.3843687158
synthetic_120,0.5558763757,0.4441236243
synthetic_121,0.4667474886,0.5332525114
synthetic_122,0.4568029102,0.5431970898
synthetic_123,0.6089302802,0.3910697198
synthetic_124,0.3997262993,0.6002737007
synthetic_125,0.4992768951,0.5007231049
synthetic_126,0.5985812264,0.4014187736
synthetic_127,0.5505362341,0.4494637659
synthetic_128,0.4637284669,0.5362715331
