c5_color,c5_color_error,c5_s1,c5_s1_error,c5_s2,c5_s2_error,c5_s3,c5_s3_error,c5_luminosity,c5_luminosity_error,c5_reference_time_error,c5_predicted_redshift,c5_predicted_redshift_error,c5_amplitude,unit,epoch
-0.017042818,0.15548623,-0.0044186106,0.9976038,-0.00228066,0.9993153,-0.0021821111,0.9894517,-21.573653160771478,0.13205019,19.930542,0.2760014,0.25142235,200.88539,1122,E1
-0.017042806,0.15548626,-0.004418417,0.9976039,-0.002280593,0.9993154,-0.0021819994,0.98945165,-22.229540764531244,0.11655447,19.930542,0.2760014,0.25142238,367.53827,1132,E1
-0.017040743,0.15548521,-0.0044281175,0.9975998,-0.0022791624,0.9993223,-0.002179198,0.9894484,-22.964962347692953,0.064049035,19.930603,0.27599818,0.25142023,723.57513,1136,E1
-0.017043957,0.15548542,-0.004406496,0.9975879,-0.0022850782,0.999305,-0.0022067875,0.98945194,-20.89012277332037,0.16630642,19.930437,0.27599934,0.25141817,107.0393,1140,E1
-0.017042806,0.15548626,-0.004418417,0.9976039,-0.002280593,0.9993154,-0.0021819994,0.98945165,-21.531157433232416,0.11363991,19.930542,0.2760014,0.25142238,193.17455,1141,E1
-0.017039761,0.15548192,-0.004429861,0.9975941,-0.002285011,0.99932194,-0.0021924227,0.9894519,-21.248318237689524,0.113432646,19.930578,0.27599987,0.25141832,148.87425,1155,E1
-0.017041847,0.15548587,-0.0044185882,0.99759525,-0.0022803172,0.9993148,-0.0022041053,0.9894563,-22.003467441293814,0.08302213,19.930508,0.2759998,0.2514184,298.45514,1159,E1
-0.017039083,0.15548198,-0.0044297567,0.99759626,-0.002285339,0.9993226,-0.002190195,0.98945254,-21.77949130603991,0.072968826,19.930574,0.2759998,0.2514181,242.82237,1163,E1
-0.017042583,0.15548533,-0.0044221124,0.99759173,-0.0022831485,0.9993138,-0.0022096783,0.98945683,-22.15574488924129,0.09428989,19.930515,0.27600008,0.25141865,343.39154,1166,E1
-0.017039677,0.15548167,-0.0044178506,0.9975891,-0.0022962987,0.99932194,-0.0022075102,0.98945755,-21.54553224445391,0.1361784,19.930511,0.2760011,0.25141948,195.74947,1176,E1
-0.017043723,0.15548539,-0.004406913,0.99758756,-0.0022861138,0.999305,-0.0022069365,0.9894526,-20.01202420723193,0.29490858,19.930426,0.27599964,0.25141838,47.676292,1186,E1
