c5_color,c5_color_error,c5_s1,c5_s1_error,c5_s2,c5_s2_error,c5_s3,c5_s3_error,c5_luminosity,c5_luminosity_error,c5_reference_time_error,c5_predicted_redshift,c5_predicted_redshift_error,c5_amplitude,unit,epoch
-0.0085480325,0.15961932,-0.0005456656,0.99872816,0.012330523,0.99373513,0.0011613928,0.9971913,-23.766255656678737,0.046115316,19.945038,0.28237268,0.25666705,1436.4808,1012,E3
-0.008545422,0.15961868,-0.0005386844,0.99872226,0.012318453,0.993735,0.0011620931,0.9971918,-20.773257269573193,0.36984426,19.944988,0.28237072,0.25666496,91.223656,1019,E3
-0.008547231,0.15961823,-0.0005437061,0.9987264,0.012326879,0.9937324,0.001167085,0.99719447,-21.423460762308594,0.29380822,19.94496,0.2823707,0.25666553,166.03102,1043,E3
-0.008541122,0.15961856,-0.00054466724,0.9987145,0.012308752,0.9937439,0.0011798479,0.99717695,-20.941566727803533,0.116777584,19.945047,0.2823689,0.25666305,106.52159,1061,E3
-0.008546477,0.1596182,-0.00054050237,0.998726,0.012328779,0.99373275,0.001168739,0.99719554,-20.994495012721288,0.2972983,19.945015,0.28237164,0.25666526,111.84052,10,E3
-0.008544358,0.1596179,-0.00055589527,0.9987214,0.012298277,0.99374443,0.0011770092,0.99717426,-23.49699677935193,0.058808368,19.945093,0.2823668,0.2566629,1121.0299,1119,E3
-0.008546837,0.159617,-0.0005162731,0.9987275,0.012339881,0.9937406,0.0011522658,0.9971791,,,19.945103,0.28237012,0.2566643,-172.17314,111,E3
-0.008542903,0.15961798,-0.00055157393,0.9987179,0.012302762,0.99374527,0.0011804327,0.9971758,-21.41446788562847,0.13451436,19.945053,0.28236726,0.2566622,164.66591,1145,E3
-0.008549812,0.15961993,-0.00054133683,0.99873126,0.012342682,0.993732,0.0011736043,0.99718624,-21.780290974500147,0.063836455,19.945158,0.28237563,0.25667125,230.62357,1161,E3
-0.008545293,0.15961833,-0.00054905564,0.998724,0.012310056,0.9937441,0.0011923388,0.9971806,-21.560764940674318,0.16094849,19.94514,0.28236958,0.25666487,188.4145,1168,E3
-0.008540035,0.1596199,-0.00054071844,0.9987187,0.012293136,0.99375635,0.0011692941,0.99717045,-22.46410696339617,0.02564589,19.944942,0.28236836,0.2566656,432.9677,1169,E3
-0.008542273,0.15961744,-0.00054804236,0.9987162,0.012306577,0.99374324,0.0011972785,0.99718183,-21.211983947952383,0.14019081,19.945042,0.2823675,0.2566601,136.65007,1173,E3
-0.008549495,0.15961963,-0.00053621083,0.99872494,0.012335559,0.99373525,0.001172021,0.99718976,-21.756052222641358,0.05908425,19.944975,0.28237495,0.25666696,225.53314,1184,E3
-0.008544113,0.15961869,-0.0005399585,0.99871945,0.01232109,0.99373835,0.0011471659,0.99718565,-21.82477401111364,0.08108207,19.945034,0.28236932,0.25666493,240.28079,1192,E3
-0.008541582,0.1596183,-0.0005517751,0.99871486,0.012309825,0.9937442,0.0011883937,0.99717873,-21.954336361420324,0.15741488,19.94519,0.28236976,0.2566649,270.73355,1197,E3
-0.008545114,0.15962037,-0.00054986775,0.9987239,0.012314355,0.99374497,0.0011950247,0.9971757,-21.05020166294689,0.09734608,19.945354,0.2823717,0.25666782,117.728516,1205,E3
-0.008547076,0.15961932,-0.00053700805,0.9987248,0.0123287495,0.9937345,0.00115446,0.9971898,-22.463491640149897,0.06474142,19.945063,0.28237236,0.25666654,432.70795,1207,E3
