c5_color,c5_color_error,c5_s1,c5_s1_error,c5_s2,c5_s2_error,c5_s3,c5_s3_error,c5_luminosity,c5_luminosity_error,c5_reference_time_error,c5_predicted_redshift,c5_predicted_redshift_error,c5_amplitude,unit,epoch
-0.0085480325,0.15961932,-0.0005456656,0.99872816,0.012330523,0.99373513,0.0011613928,0.9971913,-23.766253749330104,0.046115316,19.945038,0.28237268,0.25666705,1436.477,1012,E1
-0.008545422,0.15961868,-0.0005386844,0.99872226,0.012318453,0.993735,0.0011620931,0.9971918,-20.773272528362256,0.36984426,19.944988,0.28237072,0.25666496,91.224815,1019,E1
-0.008547231,0.15961823,-0.0005437061,0.9987264,0.012326879,0.9937324,0.001167085,0.99719447,-21.42345885495996,0.29380822,19.94496,0.2823707,0.25666553,166.03056,1043,E1
-0.008547231,0.15961823,-0.0005437061,0.9987264,0.012326879,0.9937324,0.001167085,0.99719447,-20.820360939310547,0.27887848,19.94496,0.2823707,0.25666553,95.26843,1061,E1
-0.008546477,0.1596182,-0.00054050237,0.998726,0.012328779,0.99373275,0.001168739,0.99719554,-20.994506456813085,0.2972983,19.945015,0.28237164,0.25666526,111.841835,10,E1
-0.008544358,0.1596179,-0.00055589527,0.9987214,0.012298277,0.99374443,0.0011770092,0.99717426,-23.496992964654666,0.058808368,19.945093,0.2823668,0.2566629,1121.0266,1119,E1
-0.0085424045,0.15961911,-0.0005335286,0.99872595,0.012314295,0.99375147,0.0011957325,0.99717206,,,19.944973,0.282372,0.25666606,-225.35486,111,E1
-0.008542903,0.15961798,-0.00055157393,0.9987179,0.012302762,0.99374527,0.0011804327,0.9971758,-21.414464070931203,0.13451436,19.945053,0.28236726,0.2566622,164.6654,1145,E1
-0.008541582,0.1596183,-0.0005517751,0.99871486,0.012309825,0.9937442,0.0011883937,0.99717873,-21.6852628750922,0.12884086,19.94519,0.28236976,0.2566649,211.30669,1161,E1
-0.008545293,0.15961833,-0.00054905564,0.998724,0.012310056,0.9937441,0.0011923388,0.9971806,-21.56075921862842,0.16094851,19.94514,0.28236958,0.25666487,188.4135,1168,E1
-0.008545757,0.15961811,-0.00054136664,0.9987238,0.012321314,0.9937332,0.0011661798,0.997193,-22.393370773361582,0.060381435,19.944962,0.282369,0.2566636,405.65732,1169,E1
-0.008547231,0.15961823,-0.0005437061,0.9987264,0.012326879,0.9937324,0.001167085,0.99719447,-20.785433571146484,0.24854791,19.94496,0.2823707,0.25666553,92.25248,1173,E1
-0.008547138,0.1596182,-0.0005430281,0.99872583,0.012326403,0.99373287,0.0011664443,0.9971943,-21.493229861108063,0.18484616,19.944962,0.28237092,0.2566656,177.05,1184,E1
-0.008541582,0.1596183,-0.0005517751,0.99871486,0.012309825,0.9937442,0.0011883937,0.99717873,-21.187845425141028,0.1848141,19.94519,0.28236976,0.2566649,133.64294,1192,E1
-0.008541582,0.1596183,-0.0005517751,0.99871486,0.012309825,0.9937442,0.0011883937,0.99717873,-21.954349712860754,0.15741488,19.94519,0.28236976,0.2566649,270.73694,1197,E1
