c5_color,c5_color_error,c5_s1,c5_s1_error,c5_s2,c5_s2_error,c5_s3,c5_s3_error,c5_luminosity,c5_luminosity_error,c5_reference_time_error,c5_predicted_redshift,c5_predicted_redshift_error,c5_amplitude,unit,epoch
2.2337801,0.034420118,6.9855814,2.7215722,-4.5347605,3.2209876,1.1187215,12.182494,-28.71456376400365,0.107775226,2.0533044,0.3024572,29540.926,116966.09,1077,E3
2.2340162,0.0344349,6.98729,2.7212102,-4.5348043,3.2221618,1.1191065,12.182494,-30.219635181784383,0.21254987,2.0515292,0.30276844,29571.31,466723.12,11128,E3
2.2338827,0.034438863,6.985112,2.7195108,-4.534444,3.2231903,1.1194687,12.182494,-28.529789277292288,0.18531635,2.0520844,0.30274284,29568.8,98447.7,1114,E3
2.234167,0.034435283,6.986415,2.7208517,-4.535279,3.2221928,1.1187854,12.182494,-28.034050615191248,0.16201285,2.0519798,0.3025005,29545.152,62475.746,1121,E3
2.2335947,0.03443262,6.98495,2.7206945,-4.534258,3.2224054,1.1188542,12.182494,-29.406000991512684,0.06606501,2.0527818,0.30272248,29566.828,220677.3,112,E3
2.2335937,0.034425728,6.984964,2.7194211,-4.5332766,3.222868,1.1194278,12.182494,-32.22617474923528,0.08939923,2.052659,0.30282757,29577.094,2.9612818e+06,1137,E3
2.23392,0.03441625,6.986196,2.7192347,-4.534679,3.222939,1.1192275,12.182494,-29.658992008664107,0.099927336,2.0511568,0.3026947,29564.121,278641.72,1139,E3
2.233395,0.034446098,6.985164,2.719626,-4.533543,3.222038,1.1199001,12.182494,-29.631705082007763,0.05973071,2.0515509,0.30312467,29606.104,270838.53,1144,E3
2.2341366,0.034404088,6.986096,2.7214859,-4.535198,3.223277,1.1195116,12.182494,-28.651036372440544,0.136309,2.0518594,0.30276313,29570.803,110062.0,1148,E3
2.2336338,0.034432847,6.9852147,2.7206283,-4.53452,3.2223659,1.1193936,12.182494,-29.317606750334022,0.0503204,2.052458,0.3024199,29537.264,203892.2,1160,E3
2.2340803,0.03441978,6.9855614,2.7205992,-4.5341716,3.2232869,1.1193521,12.182494,-29.358292439011436,0.0799669,2.0524526,0.3027339,29567.928,211172.05,1164,E3
2.2339032,0.034416046,6.985972,2.7200549,-4.5350094,3.2220483,1.1185639,12.182494,-28.11465993042163,0.090560004,2.05175,0.30264306,29559.074,67217.72,1167,E3
2.2341483,0.03442795,6.9862266,2.720212,-4.5346193,3.2223978,1.1202234,12.182494,-28.692444060146194,0.10810109,2.0519183,0.30242133,29537.404,114638.66,1170,E3
2.2339258,0.034442108,6.9862094,2.7225127,-4.5347924,3.2213135,1.1189581,12.182494,-31.041701217838877,0.13895425,2.052261,0.3025981,29554.678,996435.1,1174,E3
2.2337713,0.0344217,6.98632,2.720793,-4.5340843,3.2225957,1.1185496,12.182494,-31.50747963249131,0.10795822,2.051052,0.3028004,29574.441,1.5278884e+06,1175,E3
2.2334638,0.034416974,6.985313,2.7193174,-4.5336637,3.221778,1.1194556,12.182494,-32.82268544231423,0.046955824,2.0522034,0.3029466,29588.717,5.124969e+06,1177,E3
2.2335167,0.03444862,6.9857864,2.720136,-4.534455,3.2237494,1.1181786,12.182494,-28.968876808811345,0.0883002,2.0516279,0.30262914,29557.693,147644.2,1179,E3
2.2338042,0.034416128,6.9850636,2.7213147,-4.533788,3.2213645,1.119706,12.182494,-29.704165460076858,0.07752367,2.051524,0.30249038,29544.166,290931.5,1181,E3
2.2336621,0.03442935,6.9849954,2.7211194,-4.53565,3.2210286,1.120257,12.182494,-28.71703642040992,0.102169335,2.05208,0.30250943,29546.025,117186.17,1183,E3
2.2334697,0.034417786,6.985184,2.7181613,-4.5341215,3.2221618,1.1182933,12.182494,-28.946477816337747,0.10892716,2.0517225,0.3026836,29563.021,144569.7,1185,E3
2.233659,0.03443362,6.9850736,2.7212582,-4.5352254,3.2198703,1.1196363,12.182494,-28.739462551670904,0.08328563,2.052148,0.30226174,29521.832,119857.74,1191,E3
2.2336404,0.034418218,6.9860225,2.72141,-4.5357394,3.220426,1.1197544,12.182494,-27.965384522381463,0.2533482,2.0515654,0.30255866,29550.816,58620.914,1193,E3
2.2336588,0.03444116,6.9850674,2.7200058,-4.533854,3.2203908,1.1199615,12.182494,-32.7750874965115,0.07943572,2.0523698,0.302688,29563.443,4.914798e+06,1194,E3
2.2334511,0.03442358,6.984801,2.7200458,-4.53395,3.219511,1.1195705,12.182494,-28.85425344125285,0.094349444,2.0522597,0.30246866,29542.025,133014.23,1210,E3
2.233915,0.034426395,6.987481,2.7200356,-4.5342016,3.2231069,1.1190379,12.182494,-29.6518635890138,0.04270444,2.0511136,0.30279803,29574.217,276600.62,1211,E3
2.233856,0.034437124,6.985904,2.7195609,-4.536098,3.2237608,1.1188642,12.182494,-31.512270178955887,0.032646347,2.051368,0.30290237,29584.4,1.5334538e+06,1214,E3
2.2341843,0.034438405,6.9857664,2.7204738,-4.5333495,3.2229836,1.1197522,12.182494,-27.714365842714358,0.16726883,2.0526829,0.302713,29565.896,46465.93,1217,E3
2.2342784,0.034415595,6.9868684,2.7217395,-4.53432,3.22302,1.1196684,12.182494,-27.92533456273859,0.17149776,2.0524397,0.303026,29596.479,56297.4,1228,E3
2.2333407,0.03442939,6.9853644,2.7191453,-4.5340614,3.2223108,1.1194146,12.182494,-32.47918210674969,0.12442733,2.0524974,0.30268624,29563.275,3.742401e+06,1248,E3
2.233758,0.034400944,6.9857936,2.720256,-4.534391,3.2226574,1.1184651,12.182494,-31.084974335073234,0.051526874,2.0522838,0.30263156,29557.947,1.0366865e+06,1251,E3
2.234077,0.034404628,6.985768,2.7213542,-4.5348325,3.219448,1.1191927,12.182494,-29.72378891755021,0.0613979,2.0508318,0.30276665,29571.143,295615.2,1252,E3
2.2336304,0.03443068,6.985123,2.7196841,-4.535133,3.221084,1.119658,12.182494,-29.9419327167861,0.07437195,2.0529604,0.30261865,29556.678,361804.22,1258,E3
2.2340162,0.0344349,6.98729,2.7212102,-4.5348043,3.2221618,1.1191065,12.182494,-29.01769750630831,0.22329053,2.0515292,0.30276844,29571.31,154270.98,1261,E3
2.2335565,0.03443338,6.9851832,2.718039,-4.5350003,3.223188,1.1192851,12.182494,-29.681560955463105,0.05351322,2.0523405,0.3030083,29594.729,283816.22,1269,E3
2.2336762,0.034420148,6.985009,2.7203093,-4.5336084,3.2221444,1.1186424,12.182494,-31.28663555009794,0.022593394,2.0513346,0.30290952,29585.076,1.2456421e+06,1275,E3
2.2340226,0.03441928,6.986832,2.7179565,-4.5342875,3.2240787,1.1208014,12.182494,-29.373048554988813,0.068936124,2.0521011,0.30302057,29595.941,213595.44,1276,E3
2.2338893,0.034415767,6.9858856,2.7216837,-4.534015,3.2200344,1.1198255,12.182494,-29.00144112064558,0.11389914,2.052291,0.30278933,29573.342,151954.12,1279,E3
2.233938,0.0344292,6.985364,2.7224095,-4.5344315,3.2198849,1.1188672,12.182494,-29.321656580405318,0.05309367,2.0526662,0.30283034,29577.348,204015.45,1285,E3
2.2338202,0.034431763,6.9862733,2.7201898,-4.5355725,3.2221835,1.1188015,12.182494,-29.15884528309016,0.08157553,2.0511835,0.30275092,29569.592,175712.0,1290,E3
2.2336185,0.034440033,6.9839807,2.7191951,-4.533244,3.224442,1.1193929,12.182494,-28.715089719385475,0.14442757,2.0523424,0.3031041,29604.1,116448.09,1292,E3
2.2337198,0.034413185,6.985042,2.7187855,-4.533233,3.2221625,1.1193765,12.182494,-31.65907028713326,0.37954593,2.0518572,0.3028637,29580.62,1.7559764e+06,1293,E3
2.2335937,0.034425728,6.984964,2.7194211,-4.5332766,3.222868,1.1194278,12.182494,-32.99813405404485,0.093193114,2.052659,0.30282757,29577.094,6.029254e+06,1294,E3
2.2338178,0.03442907,6.984512,2.7200685,-4.5335937,3.221535,1.1194079,12.182494,-28.917167600325904,0.121623226,2.052657,0.302793,29573.709,140601.86,1297,E3
2.2340145,0.03444797,6.9843473,2.7202675,-4.53421,3.2221959,1.1185943,12.182494,-29.29550472999461,0.0736161,2.052397,0.30272275,29566.855,199323.42,1299,E3
2.233812,0.034417048,6.9863396,2.721831,-4.534009,3.22244,1.1193614,12.182494,-29.663719847457898,0.06649713,2.0521603,0.30265114,29559.863,279950.25,12,E3
2.233725,0.034393735,6.986491,2.7225335,-4.533664,3.2213414,1.1191812,12.182494,-29.135866289096015,0.17317346,2.0522962,0.3027038,29564.994,172093.98,1302,E3
2.2334754,0.034431312,6.9849505,2.7191362,-4.533654,3.2222571,1.1194671,12.182494,-28.002714189250163,0.12663879,2.0530574,0.3025793,29552.846,60661.938,1303,E3
2.2334497,0.034431137,6.9858503,2.7204149,-4.5351367,3.2227478,1.1202288,12.182494,-28.650710532352903,0.10025771,2.0530741,0.30236602,29531.996,110362.23,1304,E3
2.2336235,0.034419082,6.985411,2.7207417,-4.5343785,3.2225788,1.120542,12.182494,-28.76684336748002,0.086608104,2.051956,0.30264917,29559.666,122556.625,1308,E3
2.233822,0.03442427,6.9860945,2.7219632,-4.534435,3.2207556,1.1192153,12.182494,-32.02634899983049,0.026925664,2.0530999,0.30225497,29521.156,2.4742465e+06,1309,E3
2.2339854,0.0344213,6.986375,2.7195787,-4.5341563,3.2216125,1.1194662,12.182494,-28.142956828316656,0.16422161,2.0513043,0.30293584,29587.672,68839.03,1312,E3
2.2334077,0.034433857,6.9855323,2.7193,-4.5339704,3.2227252,1.1197205,12.182494,-31.67014156722233,0.122706905,2.0527456,0.30266,29560.709,1.7767255e+06,1319,E3
2.2333336,0.034438323,6.9840345,2.7193997,-4.5329876,3.2214177,1.1200821,12.182494,-29.68685706649947,0.06638692,2.05262,0.3029238,29586.488,285387.47,1321,E3
2.2336807,0.034421783,6.985685,2.7200818,-4.535414,3.2212858,1.1199594,12.182494,-30.743055753852346,0.046144523,2.0521917,0.30278245,29572.693,755755.0,1323,E3
2.233125,0.034451414,6.984256,2.7194457,-4.534617,3.2217448,1.1186124,12.182494,-29.503233885946273,0.1079876,2.051683,0.30281794,29576.162,241176.6,1329,E3
2.2336237,0.034432016,6.985577,2.7203403,-4.5344043,3.2197912,1.119299,12.182494,-31.732646877566864,0.038880542,2.0522583,0.30239362,29534.701,1.885835e+06,1340,E3
2.2337744,0.034449607,6.9850125,2.7186565,-4.534173,3.2209702,1.1213471,12.182494,-28.562904165944488,0.08011179,2.0525403,0.30273804,29568.35,101500.26,1341,E3
2.2336059,0.0344147,6.98569,2.7202747,-4.5332456,3.2224965,1.1196733,12.182494,-28.528318801525025,0.1487895,2.051301,0.30260497,29555.354,98417.8,1343,E3
2.2339473,0.034417983,6.9849105,2.7196846,-4.534,3.221587,1.1193159,12.182494,-28.3428542446718,0.11284779,2.0522294,0.30286166,29580.422,82801.58,1348,E3
2.233495,0.034429703,6.9854894,2.7211692,-4.534867,3.222798,1.1187824,12.182494,-29.76957976102777,0.08854355,2.0517366,0.30261874,29556.707,308696.8,1351,E3
2.2337763,0.03443178,6.985488,2.7198482,-4.5355873,3.222076,1.118375,12.182494,-28.63597907395883,0.09491266,2.0510206,0.30290008,29584.174,108433.17,1352,E3
2.2339332,0.03441635,6.9851727,2.7202027,-4.5354023,3.2219121,1.1195196,12.182494,-28.637844001377076,0.12644571,2.0512524,0.30277038,29571.508,108726.74,1356,E3
2.233463,0.0344213,6.986244,2.7204204,-4.535588,3.2206118,1.1203619,12.182494,-29.163243389642233,0.113766395,2.0525978,0.30257955,29552.873,176655.5,1360,E3
2.2338738,0.034424063,6.9864902,2.7202475,-4.5342803,3.2209556,1.1187464,12.182494,-28.447886874423396,0.15767223,2.0513928,0.30254084,29549.068,91435.02,1366,E3
2.233639,0.03442801,6.9850287,2.721258,-4.5347366,3.222169,1.1194913,12.182494,-28.874088701392196,0.09644191,2.0521607,0.30259216,29554.086,135339.11,1372,E3
2.2338061,0.03443385,6.985704,2.719591,-4.5331225,3.2215757,1.1187768,12.182494,-29.49815285448898,0.0430515,2.0522487,0.30287117,29581.354,239953.45,1381,E3
2.234073,0.03444931,6.9849677,2.718735,-4.535072,3.2227142,1.1194056,12.182494,-30.861880041007666,0.057595752,2.0510974,0.3029411,29588.18,842145.06,1390,E3
2.2342246,0.034418844,6.98655,2.720745,-4.5343814,3.222645,1.1195672,12.182494,-29.091243416281657,0.1036278,2.0520072,0.30295414,29589.451,164850.16,1393,E3
2.2337894,0.034425836,6.985391,2.718941,-4.5340075,3.2229056,1.1194918,12.182494,-32.91089686511506,0.14480975,2.0519087,0.3029104,29585.162,5.5602645e+06,1396,E3
2.2330635,0.03442486,6.985008,2.718224,-4.5335174,3.2234104,1.1194409,12.182494,-28.927123470502423,0.06630123,2.0514474,0.30285758,29580.027,141827.44,1415,E3
2.2340267,0.034414496,6.9861917,2.7225633,-4.534038,3.2214952,1.1181695,12.182494,-30.00010391777476,0.07410005,2.0519602,0.30269167,29563.81,381505.3,1417,E3
2.2339396,0.034418706,6.9868264,2.7208643,-4.5337386,3.2225444,1.1197362,12.182494,-29.15891915420019,0.15204883,2.051349,0.3030812,29601.87,175282.98,1419,E3
2.2341676,0.03444298,6.986783,2.7211058,-4.535444,3.2228558,1.1184099,12.182494,-29.31047265876815,0.27367762,2.0518248,0.30271918,29566.488,202095.75,1420,E3
2.2337894,0.034425836,6.985391,2.718941,-4.5340075,3.2229056,1.1194918,12.182494,-32.209591475710766,0.1974733,2.0519087,0.3029104,29585.162,2.9145578e+06,1423,E3
