c5_color,c5_color_error,c5_s1,c5_s1_error,c5_s2,c5_s2_error,c5_s3,c5_s3_error,c5_luminosity,c5_luminosity_error,c5_reference_time_error,c5_predicted_redshift,c5_predicted_redshift_error,c5_amplitude,unit,epoch
0.0017728463,0.15543672,-0.019175299,0.9969279,0.009790402,0.9948721,-0.001930071,1.005425,-21.506319829005164,0.059803016,19.999022,0.28100184,0.24687588,181.20381,1057,E3
0.0017728196,0.1554341,-0.019181501,0.9969386,0.009797152,0.9948664,-0.0019496847,1.0054289,-22.705107591700063,0.06826742,19.999222,0.2809999,0.2468738,546.62476,1116,E3
0.0017729615,0.15543348,-0.01916935,0.99694073,0.009813987,0.9948725,-0.0019303542,1.0054302,-20.53162354705863,0.2042799,19.998941,0.28100213,0.24687487,73.839325,1126,E3
0.001771493,0.15543565,-0.019184545,0.99693364,0.009804286,0.994872,-0.0019541066,1.005432,-22.496604402782395,0.058007605,19.999048,0.28100255,0.24687663,451.1058,1127,E3
0.0017729469,0.15543225,-0.019189402,0.99693435,0.009809483,0.99487495,-0.0019218232,1.0054364,-22.613789984780908,0.049353108,19.99894,0.28100276,0.24687563,502.51788,1129,E3
0.001771493,0.15543565,-0.019184545,0.99693364,0.009804286,0.994872,-0.0019541066,1.005432,-22.090043504955247,0.11430669,19.999048,0.28100255,0.24687663,310.20883,1131,E3
0.0017722897,0.15543368,-0.019197755,0.9969433,0.009802196,0.9948624,-0.0019485336,1.0054388,-20.951977461387045,0.12124644,19.99926,0.2809988,0.24687174,108.75295,1138,E3
0.0017728922,0.15543364,-0.019198406,0.99693847,0.009798318,0.9948631,-0.0019466002,1.0054318,-21.26886698667616,0.062801,19.999224,0.28100234,0.2468766,145.60768,1146,E3
0.0017709375,0.15543571,-0.019184511,0.99691945,0.00979637,0.994881,-0.001949111,1.0054318,-21.806057577516412,0.051582657,19.999098,0.28100094,0.24687538,238.81718,1149,E3
0.0017733482,0.15543361,-0.019190863,0.99693006,0.009783648,0.99486715,-0.0019542854,1.0054353,-20.824967534507792,0.09466861,19.99916,0.28100446,0.24687582,96.74253,1150,E3
0.0017718618,0.15543534,-0.019187793,0.99693173,0.0097960085,0.9948719,-0.001960026,1.0054328,-22.329662382069337,0.036235686,19.999113,0.2810039,0.24687786,386.80887,1165,E3
0.0017699362,0.1554357,-0.01918019,0.9969246,0.009796362,0.9948777,-0.0019618738,1.0054309,-21.597025805460085,0.054009505,19.999233,0.28099903,0.24687275,196.99704,1171,E3
0.0017709666,0.15543514,-0.019178681,0.9969279,0.009796359,0.994873,-0.0019403715,1.0054331,-21.220706804468513,0.08111715,19.99924,0.2809983,0.24687251,139.29468,1178,E3
0.0017713108,0.15543479,-0.01918571,0.99693996,0.009797849,0.99487877,-0.0019222889,1.0054324,-21.655208689349166,0.07453384,19.998857,0.28100306,0.24687628,207.83472,1180,E3
0.0017707095,0.1554366,-0.019173171,0.99691904,0.009788923,0.99487793,-0.0019486602,1.0054302,-22.117570541681737,0.036531247,19.99887,0.2810032,0.24687773,318.1724,1187,E3
0.0017723959,0.15543592,-0.01917547,0.9969347,0.009784453,0.99486357,-0.0019457322,1.0054339,-21.863758882689396,0.048058115,19.999056,0.28100678,0.24687758,251.84047,1188,E3
0.001771874,0.15543672,-0.019177303,0.9969309,0.009797722,0.99487585,-0.0019286182,1.0054271,-22.32401253708472,0.042581942,19.998995,0.28100044,0.2468758,384.81287,1196,E3
0.0017715679,0.15543637,-0.019164812,0.99692464,0.009792361,0.99487144,-0.0019252356,1.0054271,-23.55281452187041,0.045443058,19.999054,0.28100455,0.2468788,1193.3165,11,E3
0.0017721646,0.1554345,-0.019183598,0.9969407,0.009793226,0.9948672,-0.0019612666,1.0054324,-20.424605317181182,0.15080805,19.999006,0.28100422,0.24687564,66.90716,1200,E3
0.0017730251,0.15543506,-0.019182708,0.9969271,0.009792503,0.9948758,-0.0019418951,1.0054334,-21.27277717982617,0.081685126,19.999004,0.28100428,0.24687682,146.13058,1204,E3
0.00177059,0.1554358,-0.019182771,0.9969206,0.009795699,0.99487996,-0.0019649845,1.0054349,-21.28654923698234,0.06633279,19.99912,0.28100052,0.24687332,148.00064,1206,E3
0.0017716918,0.15543249,-0.019189164,0.9969342,0.009812437,0.9948767,-0.0019324105,1.0054325,-20.65017140242513,0.12629312,19.998941,0.2810024,0.24687432,82.35799,1224,E3
0.0017716405,0.15543693,-0.01917212,0.9969244,0.009790935,0.99487716,-0.0019438099,1.0054334,-21.202144021852284,0.09650296,19.9991,0.2810047,0.2468778,136.9262,1227,E3
0.0017729615,0.15543348,-0.01916935,0.99694073,0.009813987,0.9948725,-0.0019303542,1.0054302,-21.02787369964652,0.27537546,19.998941,0.28100213,0.24687487,116.62382,1230,E3
0.0017708895,0.15543619,-0.019177262,0.996932,0.009797271,0.99487233,-0.0019367654,1.0054333,-21.763337401216084,0.08646782,19.999063,0.28100145,0.24687517,229.60205,1235,E3
0.001771493,0.15543565,-0.019184545,0.99693364,0.009804286,0.994872,-0.0019541066,1.005432,-19.826573808910325,0.35877788,19.999048,0.28100255,0.24687663,38.571472,1246,E3
0.0017739785,0.15543677,-0.01919029,0.9969275,0.009789277,0.99487627,-0.0019492265,1.0054346,-23.791279698214126,0.047913294,19.998835,0.2810053,0.2468766,1486.411,1247,E3
0.001770153,0.15543607,-0.019188225,0.99692774,0.009800009,0.9948757,-0.0019464176,1.0054355,-23.084093482350966,0.03851143,19.999195,0.28100115,0.24687576,774.9593,1256,E3
