c5_color,c5_color_error,c5_s1,c5_s1_error,c5_s2,c5_s2_error,c5_s3,c5_s3_error,c5_luminosity,c5_luminosity_error,c5_reference_time_error,c5_predicted_redshift,c5_predicted_redshift_error,c5_amplitude,unit,epoch
-0.017042818,0.15548623,-0.0044186106,0.9976038,-0.00228066,0.9993153,-0.0021821111,0.9894517,-21.573653160771478,0.13205019,19.930542,0.2760014,0.25142235,200.88538,1122,E3
-0.017042806,0.15548626,-0.004418417,0.9976039,-0.002280593,0.9993154,-0.0021819994,0.98945165,-22.229540764531244,0.11655447,19.930542,0.2760014,0.25142238,367.53827,1132,E3
-0.017040743,0.15548521,-0.0044281175,0.9975998,-0.0022791624,0.9993223,-0.002179198,0.9894484,-22.964962347692953,0.064049035,19.930603,0.27599818,0.25142023,723.57513,1136,E3
-0.01703965,0.15548451,-0.004435732,0.9976001,-0.002264388,0.99931735,-0.0021919385,0.9894557,-21.277565344519125,0.06938626,19.930592,0.27599818,0.25141698,152.94112,1140,E3
-0.017039703,0.15548493,-0.004427186,0.99759895,-0.002285555,0.99932146,-0.0021867454,0.98945016,-21.738736497410088,0.047156945,19.930475,0.27599722,0.25141585,233.88176,1141,E3
-0.017043738,0.15548697,-0.0044195345,0.99760556,-0.0022890866,0.99931747,-0.0021772012,0.9894521,-21.517731950740952,0.056864485,19.930481,0.27599868,0.25141937,190.80467,1155,E3
-0.017041052,0.1554843,-0.00442925,0.9976039,-0.0022629276,0.9993107,-0.0021837503,0.9894461,-22.332049607888315,0.029350283,19.930656,0.27600017,0.25141826,403.93417,1159,E3
-0.017039564,0.15548162,-0.004450432,0.9976056,-0.0022841543,0.9993302,-0.002176784,0.9894459,-22.039956281162247,0.043146,19.930584,0.27599782,0.2514168,308.66113,1163,E3
-0.017045248,0.15548627,-0.004418186,0.9976063,-0.0022870004,0.9993207,-0.0021951497,0.9894524,-22.272366286355535,0.07547088,19.930466,0.2759997,0.25142008,382.3312,1166,E3
-0.017040119,0.15548545,-0.0044368645,0.9976221,-0.0022631288,0.9993151,-0.002180241,0.9894471,-21.615915412116777,0.09471191,19.930525,0.27600196,0.25142077,208.85779,1176,E3
-0.01704024,0.15548363,-0.00443638,0.9976154,-0.0022815168,0.99933165,-0.0021603927,0.98944616,-20.251035263931577,0.14080743,19.93061,0.275997,0.25141788,59.417824,1186,E3
-0.01703937,0.15548421,-0.004432096,0.9975947,-0.0022674426,0.999312,-0.002185814,0.98945326,-26.566252664320956,0.018904459,19.93063,0.27599567,0.25141373,19952.996,1203,E3
-0.01704232,0.15548277,-0.0044425493,0.9976122,-0.0022803321,0.9993237,-0.002167046,0.9894461,-20.743724492491104,0.10246533,19.930496,0.27599788,0.2514178,93.53828,1212,E3
-0.017038208,0.15548179,-0.0044213748,0.99759144,-0.0022975355,0.99932647,-0.0021997616,0.98945874,-21.383019068011144,0.1377042,19.930614,0.27600032,0.25141877,168.53827,1216,E3
-0.017047567,0.15548782,-0.0044569587,0.9976115,-0.002252981,0.999305,-0.0021854565,0.9894486,-21.907974752773896,0.05785548,19.93085,0.27599585,0.25141418,273.33588,1218,E3
-0.017038595,0.15548399,-0.004423692,0.9975961,-0.0022692755,0.99932235,-0.0021918342,0.98944575,-22.503441978608024,0.05768437,19.930643,0.2759976,0.25141755,473.01773,1220,E3
-0.017043963,0.15548545,-0.0044065183,0.9975879,-0.0022850782,0.999305,-0.0022068173,0.98945194,-21.039492966801816,0.1524801,19.930437,0.27599934,0.25141817,122.8264,1222,E3
-0.017043723,0.15548539,-0.004406913,0.99758756,-0.0022861138,0.999305,-0.0022069365,0.9894526,-21.232317252275877,0.22797582,19.930426,0.27599964,0.25141838,146.69647,1234,E3
-0.017040057,0.15548486,-0.0044310084,0.997602,-0.0022723675,0.9993218,-0.0022012293,0.98945385,-21.243123095474594,0.11274325,19.93052,0.27600035,0.25141925,148.16309,1239,E3
-0.017046843,0.155486,-0.004419728,0.9976057,-0.0022842586,0.9993167,-0.0021817237,0.98945063,-21.681239841645727,0.087688655,19.93054,0.27600065,0.25142148,221.81212,1240,E3
-0.017039761,0.15548192,-0.004429861,0.9975941,-0.002285011,0.99932194,-0.0021924227,0.9894519,-22.646418136981517,0.12500572,19.930578,0.27599987,0.25141832,539.5845,1249,E3
-0.017040346,0.15548435,-0.0044360077,0.99761593,-0.0022881925,0.9993306,-0.0021706074,0.9894479,-21.245895960100988,0.08773266,19.930532,0.27600032,0.2514208,148.54182,1253,E3
-0.017039761,0.15548192,-0.004429861,0.9975941,-0.002285011,0.99932194,-0.0021924227,0.9894519,-21.6179166263614,0.11454722,19.930578,0.27599987,0.25141832,209.24687,1271,E3
-0.01704364,0.1554869,-0.0044110557,0.99761045,-0.0022755861,0.9993083,-0.002196297,0.98945063,-22.458495494245497,0.06747707,19.93041,0.27600124,0.25142026,453.82184,1274,E3
-0.017037671,0.15548451,-0.004430487,0.9975956,-0.0022724122,0.99932367,-0.0021835193,0.9894486,-21.208739195902908,0.07301277,19.930614,0.27599525,0.25141597,143.55048,1277,E3
-0.017039677,0.15548167,-0.0044178506,0.9975891,-0.0022962987,0.99932194,-0.0022075102,0.98945755,-21.12128450275469,0.14272898,19.930511,0.2760011,0.25141948,132.43451,1286,E3
-0.017042164,0.15548341,-0.0044212407,0.9976066,-0.0022710636,0.999313,-0.002176471,0.98945117,-23.950993239821834,0.0358642,19.930567,0.27600116,0.2514192,1794.2599,1289,E3
-0.017042855,0.1554856,-0.00441721,0.997597,-0.0022773892,0.9993144,-0.0021999776,0.98945403,-24.511759940894805,0.027032511,19.930489,0.27599972,0.2514185,3007.4402,1291,E3
-0.017038742,0.1554853,-0.0044133803,0.99760294,-0.0022750795,0.9993193,-0.0021894723,0.98945594,-20.803895159226613,0.08765784,19.93045,0.27599952,0.25141865,98.86698,1314,E3
-0.017041273,0.15548348,-0.004419706,0.99760586,-0.0022763535,0.9993156,-0.0021820292,0.9894528,-25.16871571506605,0.02037533,19.930506,0.27600017,0.251419,5507.7876,1316,E3
-0.0170379,0.15548432,-0.0044185137,0.9975911,-0.0022846013,0.9993199,-0.0022064447,0.98945755,-21.53077058599486,0.09116308,19.930418,0.27599868,0.251417,193.10992,1320,E3
-0.017038671,0.15548459,-0.0044337427,0.9976139,-0.0022693798,0.99931717,-0.00218001,0.9894488,-21.40374314439198,0.094053596,19.930624,0.27600124,0.25141937,171.78468,1325,E3
-0.01704022,0.1554851,-0.0044381833,0.99759495,-0.002281189,0.99932617,-0.0021919236,0.98944956,-22.108564425956786,0.05994972,19.930635,0.2759975,0.2514182,328.7958,1335,E3
-0.017038446,0.15548475,-0.004430211,0.99760073,-0.0022632405,0.99931496,-0.0021902844,0.98945236,-21.09117452598877,0.095606804,19.930542,0.27599975,0.25141832,128.81383,1336,E3
-0.017040808,0.15548491,-0.004391684,0.9975969,-0.0022745356,0.9993223,-0.0022080392,0.9894627,-21.600383402290852,0.08483595,19.930496,0.27599958,0.2514193,205.89536,1342,E3
