c5_color,c5_color_error,c5_s1,c5_s1_error,c5_s2,c5_s2_error,c5_s3,c5_s3_error,c5_luminosity,c5_luminosity_error,c5_reference_time_error,c5_predicted_redshift,c5_predicted_redshift_error,c5_amplitude,unit,epoch
2.2339303,0.03442147,6.9868274,2.72107,-4.5339484,3.2224576,1.11988,12.182494,-28.678043298197338,0.11227572,2.0517406,0.30296332,29590.354,112662.36,1077,E1
2.2340162,0.0344349,6.98729,2.7212102,-4.5348043,3.2221618,1.1191065,12.182494,-30.219640903830282,0.21254995,2.0515292,0.30276844,29571.31,466725.7,11128,E1
2.2341375,0.03443209,6.9873753,2.7210622,-4.534575,3.221326,1.1185257,12.182494,-28.514665677055255,0.18844911,2.051315,0.30283585,29577.912,97017.234,1114,E1
2.234167,0.034435283,6.986415,2.7208517,-4.535279,3.2221928,1.1187854,12.182494,-27.99698606288412,0.22740611,2.0519798,0.3025005,29545.152,60378.977,1121,E1
2.2337894,0.034425836,6.985391,2.718941,-4.5340075,3.2229056,1.1194918,12.182494,-31.901680556521313,0.19241211,2.0519087,0.3029104,29585.162,2.19487e+06,112,E1
2.2335937,0.034425728,6.984964,2.7194211,-4.5332766,3.222868,1.1194278,12.182494,-32.22617665658391,0.08939923,2.052659,0.30282757,29577.094,2.9612845e+06,1137,E1
2.2335937,0.034425728,6.984964,2.7194211,-4.5332766,3.222868,1.1194278,12.182494,-32.39957753549016,0.09608649,2.052659,0.30282757,29577.094,3.474089e+06,1139,E1
2.2342372,0.03441713,6.9866705,2.721135,-4.5343037,3.222573,1.1196073,12.182494,-29.555031237081877,0.09940155,2.0520575,0.3029076,29584.908,252789.06,1144,E1
2.2339427,0.034419443,6.986795,2.7207851,-4.534163,3.2218404,1.119293,12.182494,-28.5082714661732,0.15349595,2.0517523,0.30286726,29580.957,96424.39,1148,E1
2.2337894,0.034425836,6.985391,2.718941,-4.5340075,3.2229056,1.1194918,12.182494,-32.46592578052034,0.16737255,2.0519087,0.3029104,29585.162,3.690683e+06,1160,E1
2.2337816,0.034416147,6.9862704,2.7211103,-4.5335765,3.222151,1.1196498,12.182494,-28.78749661325157,0.16151594,2.051456,0.30302835,29596.703,124550.48,1164,E1
2.2340162,0.0344349,6.98729,2.7212102,-4.5348043,3.2221618,1.1191065,12.182494,-27.85870855367159,0.16628173,2.0515292,0.30276844,29571.31,53050.375,1167,E1
2.2337894,0.034425836,6.985391,2.718941,-4.5340075,3.2229056,1.1194918,12.182494,-31.044982520327466,0.16325663,2.0519087,0.3029104,29585.162,997077.8,1170,E1
2.2337894,0.034425836,6.985391,2.718941,-4.5340075,3.2229056,1.1194918,12.182494,-30.960980025515454,0.20410079,2.0519087,0.3029104,29585.162,922843.9,1174,E1
2.2337894,0.034425836,6.985391,2.718941,-4.5340075,3.2229056,1.1194918,12.182494,-31.168998328432934,0.17955405,2.0519087,0.3029104,29585.162,1.1177261e+06,1175,E1
2.2337894,0.034425836,6.985391,2.718941,-4.5340075,3.2229056,1.1194918,12.182494,-31.9106956398343,0.16243029,2.0519087,0.3029104,29585.162,2.213169e+06,1177,E1
